Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed3pm,Humidity3pm,Pressure3pm,Cloud3pm,Temp3pm,RainToday,RainTomorrow
14-Jul,Sydney,6.4,18.5,0.2,3.4,9.5,44.0,26.0,33.0,1017.1,1.0,17.7,No,No
14-Jul,Sydney,6.5,16.3,0.0,3.6,9.6,46.0,24.0,47.0,1027.3,3.0,15.1,No,No
14-Jul,Sydney,6.6,17.9,0.0,3.2,5.1,35.0,19.0,64.0,1029.0,6.0,15.7,No,Yes
14-Jul,Sydney,9.2,15.6,1.6,0.4,0.0,22.0,2.0,74.0,1021.3,8.0,15.3,Yes,Yes
14-Jul,Sydney,11.4,18.5,1.8,1.2,3.9,41.0,20.0,52.0,1010.7,2.0,17.9,Yes,No
14-Jul,Sydney,9.5,19.9,0.0,2.0,9.4,56.0,26.0,33.0,1008.6,3.0,19.1,No,No
14-Jul,Sydney,8.6,15.9,0.0,4.0,7.9,63.0,39.0,35.0,1011.1,4.0,14.1,No,No
14-Jul,Sydney,8.5,14.9,0.0,4.6,3.2,70.0,24.0,57.0,1021.4,6.0,13.6,No,No
14-Jul,Sydney,9.8,15.3,0.2,4.0,1.1,54.0,22.0,60.0,1024.9,7.0,15.2,No,No
14-Jul,Sydney,8.9,18.3,0.0,2.0,7.5,31.0,17.0,64.0,1023.3,7.0,15.7,No,No
14-Jul,Sydney,8.7,19.0,0.0,1.4,9.6,24.0,11.0,59.0,1022.3,2.0,16.5,No,No
14-Jul,Sydney,8.9,18.9,0.0,3.2,6.7,22.0,13.0,57.0,1021.6,5.0,17.1,No,No
14-Jul,Sydney,8.5,19.8,0.0,0.6,2.4,20.0,9.0,48.0,1019.2,7.0,19.7,No,No
14-Jul,Sydney,9.6,18.8,0.0,2.8,2.6,52.0,15.0,59.0,1019.9,7.0,18.3,No,Yes
14-Jul,Sydney,11.3,18.7,8.2,2.0,4.2,43.0,24.0,42.0,1020.4,3.0,17.2,Yes,Yes
14-Jul,Sydney,9.4,21.0,4.2,1.8,10.2,31.0,15.0,38.0,1021.5,1.0,18.7,Yes,No
14-Jul,Sydney,8.8,18.5,0.0,3.2,6.7,46.0,15.0,41.0,1018.1,6.0,17.4,No,No
14-Jul,Sydney,11.8,23.3,0.0,4.0,5.1,44.0,20.0,27.0,1013.2,1.0,22.9,No,No
14-Jul,Sydney,13.0,24.0,0.0,6.2,10.2,41.0,22.0,31.0,1014.5,1.0,23.3,No,No
14-Jul,Sydney,13.9,25.0,0.0,6.6,10.1,61.0,35.0,21.0,1007.3,0.0,24.5,No,No
14-Aug,Sydney,15.9,18.2,0.0,8.4,10.0,72.0,28.0,23.0,1008.7,1.0,16.7,No,No
14-Aug,Sydney,7.2,16.1,0.0,6.4,10.0,46.0,28.0,36.0,1026.8,1.0,15.0,No,No
14-Aug,Sydney,5.5,17.6,0.0,3.8,9.5,28.0,15.0,45.0,1032.2,1.0,16.5,No,No
14-Aug,Sydney,6.4,17.2,0.0,2.6,10.1,26.0,20.0,58.0,1030.4,4.0,16.0,No,No
14-Aug,Sydney,7.9,20.6,0.0,1.6,10.2,33.0,17.0,40.0,1030.1,1.0,17.5,No,No
14-Aug,Sydney,6.5,22.4,0.0,2.6,10.1,35.0,11.0,43.0,1026.2,1.0,20.1,No,No
14-Aug,Sydney,9.6,20.4,0.0,4.6,6.8,41.0,13.0,36.0,1027.5,1.0,18.8,No,No
14-Aug,Sydney,9.1,18.1,0.0,2.6,4.0,24.0,15.0,64.0,1029.6,3.0,16.9,No,No
14-Aug,Sydney,8.9,19.2,0.0,1.8,6.8,26.0,15.0,62.0,1024.7,3.0,18.6,No,No
14-Aug,Sydney,9.9,23.2,0.0,3.0,3.5,31.0,9.0,27.0,1017.6,1.0,22.7,No,No
14-Aug,Sydney,8.1,14.4,0.0,3.4,4.5,48.0,24.0,45.0,1025.1,5.0,13.7,No,Yes
14-Aug,Sydney,6.3,15.4,21.4,5.6,3.9,44.0,11.0,78.0,1028.2,7.0,12.3,Yes,Yes
14-Aug,Sydney,7.9,17.0,19.4,3.6,10.1,37.0,20.0,46.0,1031.9,2.0,16.2,Yes,No
14-Aug,Sydney,6.4,19.3,0.2,2.8,10.3,30.0,22.0,49.0,1032.5,2.0,18.1,No,No
14-Aug,Sydney,7.9,19.0,0.0,3.4,9.3,28.0,17.0,53.0,1026.5,1.0,17.8,No,No
14-Aug,Sydney,8.7,16.8,0.0,1.2,0.3,26.0,13.0,70.0,1019.0,7.0,16.4,No,Yes
14-Aug,Sydney,12.8,17.7,38.4,4.4,3.0,78.0,26.0,80.0,1016.6,7.0,14.5,Yes,Yes
14-Aug,Sydney,9.5,17.1,8.2,4.6,5.0,44.0,22.0,54.0,1024.5,6.0,15.7,Yes,Yes
14-Aug,Sydney,9.4,18.1,10.8,2.0,7.1,43.0,22.0,65.0,1027.0,3.0,17.1,Yes,Yes
14-Aug,Sydney,11.2,19.6,10.2,2.4,10.1,28.0,17.0,61.0,1029.0,3.0,18.5,Yes,Yes
14-Aug,Sydney,9.9,19.3,3.2,3.2,2.9,31.0,20.0,85.0,1029.3,7.0,14.8,Yes,Yes
14-Aug,Sydney,11.1,19.4,3.8,0.2,7.3,22.0,11.0,64.0,1026.4,2.0,18.4,Yes,No
14-Aug,Sydney,10.5,19.3,0.0,3.2,8.9,44.0,19.0,61.0,1022.4,2.0,18.8,No,Yes
14-Aug,Sydney,11.6,15.6,12.6,4.6,0.0,52.0,9.0,87.0,1022.7,7.0,14.9,Yes,Yes
14-Aug,Sydney,13.4,19.8,13.2,3.2,5.3,56.0,28.0,54.0,1023.9,5.0,18.7,Yes,Yes
14-Aug,Sydney,12.3,19.7,15.2,6.6,8.8,48.0,26.0,51.0,1025.9,4.0,17.8,Yes,Yes
14-Aug,Sydney,9.4,18.0,2.0,3.8,5.4,50.0,24.0,65.0,1024.0,4.0,15.8,Yes,Yes
14-Aug,Sydney,12.0,16.1,3.2,3.8,2.7,52.0,22.0,84.0,1021.7,7.0,14.9,Yes,Yes
14-Aug,Sydney,11.7,20.8,3.0,1.0,9.5,37.0,15.0,55.0,1017.2,1.0,20.5,Yes,No
14-Sep,Sydney,10.7,23.6,0.0,3.2,8.7,31.0,13.0,51.0,1010.9,7.0,20.7,No,No
14-Sep,Sydney,14.1,18.4,0.2,5.2,1.5,59.0,22.0,66.0,1007.9,7.0,13.7,No,Yes
14-Sep,Sydney,8.9,16.7,5.0,4.2,7.7,76.0,30.0,45.0,1012.3,5.0,16.2,Yes,No
14-Sep,Sydney,9.8,17.6,0.2,3.0,8.3,61.0,31.0,52.0,1015.1,6.0,14.7,No,Yes
14-Sep,Sydney,8.8,18.2,4.4,3.6,8.7,52.0,26.0,57.0,1021.7,2.0,16.7,Yes,Yes
14-Sep,Sydney,10.3,19.1,11.0,3.2,2.3,43.0,24.0,73.0,1028.5,7.0,15.7,Yes,Yes
14-Sep,Sydney,11.2,19.0,18.4,3.6,6.9,31.0,17.0,65.0,1028.2,2.0,17.7,Yes,No
14-Sep,Sydney,10.9,19.5,1.0,2.4,10.5,35.0,24.0,60.0,1024.2,2.0,18.2,No,No
14-Sep,Sydney,12.2,23.1,0.0,5.0,10.3,41.0,22.0,56.0,1012.8,4.0,20.6,No,Yes
14-Sep,Sydney,14.0,24.4,5.0,6.8,8.3,59.0,28.0,28.0,1008.9,3.0,23.2,Yes,No
14-Sep,Sydney,12.1,25.8,0.2,5.2,10.9,50.0,17.0,32.0,1013.7,1.0,23.7,No,No
14-Sep,Sydney,13.9,18.4,0.2,6.8,1.8,41.0,15.0,52.0,1024.1,4.0,16.9,No,No
14-Sep,Sydney,12.9,17.6,0.8,2.4,3.8,28.0,17.0,72.0,1023.5,4.0,16.8,No,No
14-Sep,Sydney,12.9,22.6,0.4,2.8,9.5,35.0,17.0,66.0,1016.0,1.0,20.5,No,No
14-Sep,Sydney,13.1,20.1,0.0,3.8,10.1,30.0,22.0,55.0,1015.1,5.0,19.2,No,No
14-Sep,Sydney,12.2,20.5,0.0,7.0,10.8,44.0,24.0,31.0,1017.1,3.0,18.4,No,No
14-Sep,Sydney,9.2,22.2,0.0,5.4,9.7,31.0,26.0,33.0,1018.5,7.0,18.2,No,No
14-Sep,Sydney,9.1,20.3,0.0,4.2,11.0,41.0,22.0,41.0,1023.7,1.0,19.4,No,No
14-Sep,Sydney,10.9,20.9,1.0,3.6,8.0,30.0,15.0,49.0,1027.3,2.0,18.3,No,No
14-Sep,Sydney,12.3,20.2,0.2,4.8,10.6,26.0,17.0,51.0,1028.9,1.0,18.9,No,No
14-Sep,Sydney,10.9,21.2,0.0,4.0,10.9,37.0,20.0,53.0,1026.2,0.0,19.6,No,No
14-Sep,Sydney,11.7,22.2,0.0,5.4,10.7,37.0,17.0,66.0,1016.6,3.0,20.8,No,No
14-Sep,Sydney,17.4,24.6,0.0,6.2,1.2,61.0,17.0,65.0,1009.8,7.0,20.2,No,Yes
14-Sep,Sydney,14.3,21.7,2.0,3.0,8.3,41.0,19.0,51.0,1015.9,5.0,20.1,Yes,No
14-Sep,Sydney,13.0,22.8,0.2,5.0,11.1,35.0,20.0,45.0,1019.3,1.0,20.2,No,No
14-Sep,Sydney,11.6,25.4,0.2,5.4,11.2,50.0,24.0,50.0,1016.2,0.0,21.2,No,No
14-Sep,Sydney,16.5,32.9,0.0,8.0,10.6,37.0,15.0,17.0,1011.2,0.0,32.3,No,No
14-Sep,Sydney,16.6,33.5,0.0,8.0,6.8,52.0,26.0,16.0,1007.2,5.0,32.7,No,No
14-Oct,Sydney,15.6,22.1,0.0,12.0,11.3,61.0,24.0,28.0,1018.5,1.0,19.6,No,No
14-Oct,Sydney,10.4,24.9,0.0,7.2,11.1,30.0,13.0,45.0,1017.2,0.0,21.3,No,No
14-Oct,Sydney,12.8,21.1,0.0,5.8,6.3,31.0,17.0,58.0,1019.6,7.0,19.1,No,No
14-Oct,Sydney,16.4,21.9,0.0,3.0,8.5,39.0,24.0,68.0,1015.5,1.0,21.5,No,No
14-Oct,Sydney,14.0,33.8,0.0,4.4,10.6,63.0,17.0,23.0,1012.9,1.0,30.8,No,No
14-Oct,Sydney,17.3,26.0,0.0,8.8,8.3,46.0,19.0,64.0,1012.4,2.0,21.8,No,No
14-Oct,Sydney,19.7,27.9,0.0,8.0,7.7,61.0,20.0,30.0,1008.3,1.0,25.2,No,Yes
14-Oct,Sydney,15.1,21.1,5.4,4.6,3.7,35.0,19.0,54.0,1018.0,2.0,18.8,Yes,No
14-Oct,Sydney,14.4,21.2,0.0,4.8,8.5,37.0,22.0,49.0,1020.2,1.0,21.0,No,No
14-Oct,Sydney,14.0,22.8,0.2,4.8,7.9,35.0,22.0,58.0,1015.5,6.0,21.9,No,No
14-Oct,Sydney,14.4,26.8,0.0,5.4,11.1,41.0,19.0,61.0,1014.2,1.0,23.6,No,No
14-Oct,Sydney,17.0,24.7,0.0,7.8,11.2,52.0,26.0,61.0,1013.4,1.0,23.3,No,No
14-Oct,Sydney,17.9,26.2,0.0,8.8,5.0,57.0,13.0,69.0,1005.7,8.0,21.5,No,Yes
14-Oct,Sydney,13.2,17.6,9.4,5.8,3.0,76.0,20.0,42.0,1008.5,7.0,17.1,Yes,Yes
14-Oct,Sydney,9.0,23.4,0.2,4.0,11.7,30.0,24.0,43.0,1015.8,6.0,20.1,No,No
14-Oct,Sydney,12.2,20.8,0.0,4.0,8.8,50.0,31.0,45.0,1024.9,3.0,19.9,No,No
14-Oct,Sydney,12.9,20.4,0.0,7.6,6.2,26.0,17.0,46.0,1027.4,1.0,19.6,No,No
14-Oct,Sydney,12.4,23.9,0.0,2.6,12.0,41.0,19.0,49.0,1022.6,1.0,23.1,No,No
14-Oct,Sydney,15.8,20.8,0.0,10.6,4.0,69.0,22.0,74.0,1029.8,8.0,17.0,No,No
14-Oct,Sydney,15.0,18.7,0.4,2.6,0.0,31.0,19.0,49.0,1030.7,7.0,18.5,No,No
14-Oct,Sydney,15.0,21.3,0.0,5.0,9.2,46.0,28.0,54.0,1022.0,1.0,20.4,No,No
14-Oct,Sydney,14.5,28.0,0.0,6.0,10.7,28.0,20.0,56.0,1015.9,2.0,25.1,No,No
14-Oct,Sydney,18.6,26.4,0.0,5.8,7.1,48.0,30.0,70.0,1014.9,5.0,23.1,No,No
14-Oct,Sydney,18.5,29.9,0.2,6.0,8.4,39.0,19.0,59.0,1013.6,6.0,25.9,No,No
14-Oct,Sydney,18.5,32.5,0.0,5.0,11.2,44.0,24.0,55.0,1007.9,5.0,25.8,No,No
14-Oct,Sydney,19.4,31.6,0.0,6.6,8.9,70.0,41.0,26.0,1002.7,7.0,29.6,No,No
14-Oct,Sydney,15.9,28.9,0.0,7.8,10.4,43.0,22.0,18.0,1008.3,1.0,28.0,No,No
14-Oct,Sydney,16.6,24.6,0.0,7.2,11.4,37.0,26.0,63.0,1015.8,2.0,21.8,No,No
14-Oct,Sydney,15.5,30.8,0.0,5.8,12.6,28.0,17.0,32.0,1011.6,3.0,28.4,No,No
14-Nov,Sydney,13.7,23.5,2.4,15.0,12.9,56.0,22.0,23.0,1017.9,1.0,21.8,Yes,No
14-Nov,Sydney,13.8,21.5,0.2,7.8,6.8,37.0,26.0,57.0,1023.7,4.0,19.5,No,No
14-Nov,Sydney,16.1,21.8,0.0,6.6,8.8,46.0,31.0,64.0,1019.4,2.0,21.0,No,No
14-Nov,Sydney,17.7,23.5,0.0,6.0,3.8,67.0,30.0,75.0,1012.6,7.0,21.0,No,Yes
14-Nov,Sydney,15.5,23.2,2.0,5.6,9.5,50.0,28.0,57.0,1013.9,6.0,20.9,Yes,No
14-Nov,Sydney,16.5,22.1,0.0,6.2,11.9,30.0,22.0,56.0,1019.5,5.0,21.8,No,No
14-Nov,Sydney,14.4,23.1,0.0,6.4,12.3,41.0,22.0,60.0,1018.9,0.0,21.9,No,No
14-Nov,Sydney,16.5,26.2,0.0,6.8,10.9,54.0,24.0,53.0,1017.6,6.0,25.2,No,No
14-Nov,Sydney,18.7,23.6,0.0,8.0,3.2,37.0,20.0,61.0,1016.8,6.0,22.2,No,No
14-Nov,Sydney,16.6,23.2,0.0,4.2,5.1,35.0,20.0,66.0,1019.6,8.0,19.0,No,No
14-Nov,Sydney,16.4,22.2,0.0,4.6,6.1,33.0,20.0,51.0,1016.0,1.0,21.6,No,No
14-Nov,Sydney,18.5,23.5,0.0,6.8,6.6,39.0,22.0,68.0,1015.7,7.0,22.1,No,No
14-Nov,Sydney,17.7,32.2,0.0,4.8,11.2,72.0,13.0,39.0,1006.7,7.0,31.7,No,No
14-Nov,Sydney,18.9,24.1,0.0,12.8,2.3,39.0,24.0,50.0,1010.0,8.0,22.6,No,Yes
14-Nov,Sydney,18.1,28.5,5.6,5.0,7.3,74.0,44.0,27.0,1001.5,2.0,28.1,Yes,No
14-Nov,Sydney,15.2,25.5,0.4,7.0,12.6,35.0,24.0,48.0,1011.8,3.0,22.9,No,No
14-Nov,Sydney,18.6,26.7,0.0,8.0,11.7,43.0,24.0,45.0,1016.4,1.0,25.2,No,No
14-Nov,Sydney,18.1,24.9,0.0,8.0,10.1,41.0,28.0,59.0,1018.6,5.0,22.7,No,No
14-Nov,Sydney,18.8,31.1,0.0,6.8,10.6,41.0,24.0,57.0,1008.7,6.0,26.0,No,No
14-Nov,Sydney,22.1,33.9,0.0,8.4,11.0,63.0,22.0,46.0,1004.6,2.0,30.3,No,No
14-Nov,Sydney,19.1,26.3,0.0,10.0,9.3,37.0,19.0,60.0,1011.5,7.0,23.4,No,No
14-Nov,Sydney,19.6,30.1,0.0,6.0,10.6,44.0,22.0,54.0,1007.4,3.0,28.9,No,No
14-Nov,Sydney,21.1,30.2,0.0,7.2,6.4,33.0,28.0,76.0,1007.4,6.0,23.6,No,Yes
14-Nov,Sydney,21.8,24.7,5.0,6.6,5.6,52.0,24.0,56.0,1016.4,5.0,21.6,Yes,No
14-Nov,Sydney,19.3,23.3,0.0,7.4,7.3,41.0,26.0,66.0,1016.6,7.0,21.9,No,No
14-Nov,Sydney,19.1,26.8,0.0,8.0,8.4,44.0,26.0,63.0,1011.2,4.0,24.6,No,Yes
14-Dec,Sydney,19.6,26.8,3.2,9.8,8.0,46.0,20.0,69.0,1007.9,7.0,23.6,Yes,Yes
14-Dec,Sydney,19.0,28.9,8.2,8.6,10.7,61.0,20.0,56.0,1008.8,2.0,27.8,Yes,No
14-Dec,Sydney,21.6,29.3,1.0,8.4,7.6,59.0,17.0,55.0,1009.4,7.0,28.4,No,Yes
14-Dec,Sydney,20.0,26.9,23.8,8.0,0.0,61.0,22.0,74.0,1009.4,7.0,25.3,Yes,Yes
14-Dec,Sydney,19.6,27.2,6.2,11.0,6.9,52.0,17.0,59.0,1005.6,5.0,26.3,Yes,Yes
14-Dec,Sydney,20.5,26.7,1.8,5.6,6.6,30.0,17.0,61.0,1004.1,7.0,25.5,Yes,Yes
14-Dec,Sydney,18.7,27.2,5.4,7.8,8.9,50.0,22.0,81.0,1003.9,4.0,23.6,Yes,Yes
14-Dec,Sydney,18.9,32.0,15.8,8.6,7.5,70.0,17.0,42.0,1006.3,7.0,29.2,Yes,No
14-Dec,Sydney,21.1,23.8,0.4,7.4,2.1,31.0,22.0,70.0,1014.3,6.0,23.0,No,No
14-Dec,Sydney,20.4,25.3,0.0,5.0,2.6,33.0,22.0,69.0,1011.4,7.0,24.7,No,Yes
14-Dec,Sydney,20.7,22.0,9.8,3.4,0.7,65.0,26.0,85.0,1008.8,7.0,18.6,Yes,Yes
14-Dec,Sydney,16.7,24.1,0.0,8.4,9.7,44.0,28.0,54.0,1016.9,4.0,21.2,No,No
14-Dec,Sydney,15.3,24.4,0.0,8.0,10.8,39.0,24.0,48.0,1010.7,1.0,23.2,No,No
14-Dec,Sydney,17.8,25.9,0.0,8.0,13.0,41.0,24.0,48.0,1010.8,1.0,24.6,No,No
14-Dec,Sydney,20.0,25.0,0.0,11.4,8.7,65.0,39.0,67.0,999.6,3.0,24.3,No,No
14-Dec,Sydney,18.3,25.3,0.0,6.8,5.6,31.0,20.0,70.0,1005.5,6.0,24.4,No,No
14-Dec,Sydney,18.2,24.1,0.0,6.6,10.8,56.0,22.0,44.0,1013.0,1.0,23.2,No,No
14-Dec,Sydney,18.0,23.1,0.0,8.4,9.5,31.0,20.0,50.0,1016.6,1.0,22.2,No,No
14-Dec,Sydney,16.8,25.7,0.0,7.0,12.6,46.0,31.0,61.0,1016.0,1.0,24.1,No,No
14-Dec,Sydney,20.5,26.4,0.0,9.2,8.8,57.0,33.0,69.0,1014.8,5.0,25.1,No,No
14-Dec,Sydney,20.7,26.1,0.0,8.2,4.6,41.0,13.0,81.0,1012.8,8.0,23.8,No,Yes
14-Dec,Sydney,21.0,24.3,1.6,5.0,3.3,54.0,28.0,71.0,1013.9,7.0,22.7,Yes,No
14-Dec,Sydney,19.8,26.8,0.0,5.8,5.3,59.0,22.0,71.0,1005.7,7.0,25.6,No,Yes
14-Dec,Sydney,19.9,30.4,28.6,4.0,8.9,57.0,37.0,66.0,1011.3,6.0,22.7,Yes,No
14-Dec,Sydney,18.8,21.7,0.0,10.6,0.0,31.0,15.0,53.0,1020.6,7.0,20.7,No,No
14-Dec,Sydney,18.9,24.2,0.0,4.0,2.0,30.0,13.0,61.0,1015.9,7.0,23.5,No,No
14-Dec,Sydney,17.7,27.3,0.0,5.4,12.6,46.0,24.0,66.0,1004.1,1.0,25.4,No,No
14-Dec,Sydney,19.4,28.1,0.0,8.0,12.7,54.0,17.0,50.0,1004.0,0.0,26.9,No,No
14-Dec,Sydney,19.3,25.2,0.0,9.6,8.0,46.0,24.0,57.0,1014.4,2.0,23.9,No,No
15-Jan,Sydney,21.4,28.4,0.0,6.8,11.0,43.0,24.0,69.0,1011.4,3.0,27.5,No,No
15-Jan,Sydney,21.2,28.5,0.0,9.2,3.6,37.0,17.0,76.0,1017.7,7.0,26.3,No,No
15-Jan,Sydney,22.0,28.8,0.0,4.0,12.0,48.0,22.0,70.0,1017.5,1.0,27.7,No,No
15-Jan,Sydney,22.4,30.4,0.0,10.2,8.9,52.0,15.0,66.0,1012.8,7.0,27.1,No,No
15-Jan,Sydney,20.5,26.3,0.2,10.0,3.4,35.0,15.0,66.0,1018.7,7.0,25.9,No,No
15-Jan,Sydney,21.3,28.2,0.2,4.0,11.8,26.0,17.0,64.0,1019.9,3.0,26.8,No,No
15-Jan,Sydney,22.8,29.3,0.0,6.6,12.4,44.0,22.0,50.0,1018.3,1.0,27.9,No,No
15-Jan,Sydney,21.8,29.9,0.0,13.6,8.7,48.0,31.0,64.0,1007.8,2.0,26.9,No,No
15-Jan,Sydney,20.6,22.9,21.0,7.4,0.0,33.0,13.0,92.0,1012.6,8.0,21.1,Yes,Yes
15-Jan,Sydney,18.9,28.8,4.8,5.4,7.5,43.0,20.0,77.0,1005.6,5.0,24.5,Yes,No
15-Jan,Sydney,21.1,34.2,0.0,6.2,12.7,54.0,28.0,32.0,997.2,2.0,33.4,No,No
15-Jan,Sydney,22.0,29.0,0.0,11.0,11.7,35.0,24.0,57.0,1004.2,1.0,24.8,No,No
15-Jan,Sydney,21.2,27.6,0.0,8.2,12.9,33.0,22.0,63.0,1005.8,2.0,26.6,No,No
15-Jan,Sydney,20.7,35.7,0.0,3.2,13.4,39.0,24.0,23.0,1005.2,1.0,33.5,No,No
15-Jan,Sydney,20.7,29.1,0.0,10.2,11.8,39.0,20.0,43.0,1010.0,6.0,28.6,No,No
15-Jan,Sydney,20.9,22.7,0.0,10.4,0.1,44.0,24.0,61.0,1015.2,8.0,21.7,No,Yes
15-Jan,Sydney,18.1,24.8,6.2,3.4,7.3,48.0,26.0,64.0,1011.9,5.0,23.9,Yes,Yes
15-Jan,Sydney,19.7,28.0,18.0,7.4,10.5,59.0,20.0,61.0,1010.6,3.0,27.1,Yes,No
15-Jan,Sydney,22.5,28.3,0.2,8.4,11.7,37.0,19.0,58.0,1012.1,1.0,27.5,No,No
15-Jan,Sydney,22.4,29.1,0.0,8.0,10.5,52.0,30.0,61.0,1007.0,2.0,28.7,No,No
15-Jan,Sydney,22.7,29.1,0.0,9.2,9.8,43.0,24.0,54.0,1004.9,1.0,28.3,No,No
15-Jan,Sydney,21.6,34.4,1.0,8.0,11.2,59.0,19.0,44.0,1001.6,5.0,31.2,No,No
15-Jan,Sydney,20.2,20.4,0.6,10.6,0.0,35.0,17.0,88.0,1013.3,8.0,19.7,No,Yes
15-Jan,Sydney,18.9,20.4,33.0,5.4,0.0,37.0,13.0,93.0,1012.5,8.0,20.2,Yes,Yes
15-Jan,Sydney,17.3,20.5,57.0,7.2,2.3,43.0,6.0,92.0,1013.5,7.0,18.2,Yes,Yes
15-Jan,Sydney,14.6,24.3,14.0,2.8,12.2,57.0,35.0,47.0,1011.0,3.0,22.1,Yes,No
15-Jan,Sydney,15.2,27.3,0.0,8.8,11.2,48.0,17.0,28.0,1005.4,3.0,26.8,No,No
15-Jan,Sydney,17.0,26.1,0.0,5.8,11.7,26.0,19.0,42.0,1005.8,2.0,24.2,No,No
15-Feb,Sydney,19.3,26.6,0.0,9.4,7.0,37.0,19.0,55.0,1009.3,6.0,24.2,No,Yes
15-Feb,Sydney,18.0,25.0,3.4,6.6,8.7,61.0,35.0,59.0,1015.9,2.0,23.4,Yes,No
15-Feb,Sydney,18.5,26.5,1.0,8.6,9.8,43.0,24.0,45.0,1017.5,2.0,25.7,No,Yes
15-Feb,Sydney,17.3,25.6,1.2,6.4,6.6,43.0,30.0,58.0,1015.7,6.0,22.9,Yes,Yes
15-Feb,Sydney,18.6,24.3,7.4,7.2,0.5,46.0,13.0,54.0,1024.1,7.0,22.5,Yes,No
15-Feb,Sydney,17.6,25.6,0.2,4.2,7.8,31.0,15.0,53.0,1026.2,7.0,23.6,No,No
15-Feb,Sydney,18.8,26.5,0.0,5.4,6.9,35.0,22.0,50.0,1021.8,4.0,26.0,No,No
15-Feb,Sydney,18.9,32.1,0.0,5.6,12.2,26.0,22.0,58.0,1017.0,1.0,28.3,No,No
15-Feb,Sydney,22.7,25.9,0.0,8.0,1.2,46.0,20.0,66.0,1023.9,7.0,25.3,No,No
15-Feb,Sydney,21.5,28.2,0.0,5.8,7.7,33.0,19.0,65.0,1023.1,3.0,27.7,No,No
15-Feb,Sydney,22.8,28.6,0.2,5.8,11.3,41.0,28.0,59.0,1021.0,2.0,27.1,No,No
15-Feb,Sydney,21.0,28.8,0.0,8.0,10.0,37.0,26.0,61.0,1021.0,5.0,27.6,No,Yes
15-Feb,Sydney,20.4,28.1,6.8,7.8,4.6,31.0,19.0,61.0,1023.3,5.0,25.1,Yes,Yes
15-Feb,Sydney,20.4,27.2,4.4,5.0,6.7,39.0,17.0,55.0,1019.9,7.0,26.9,Yes,No
15-Feb,Sydney,20.3,29.4,0.6,5.6,8.8,37.0,20.0,59.0,1014.8,3.0,26.4,No,No
15-Feb,Sydney,22.1,28.0,0.0,8.0,11.1,46.0,28.0,57.0,1015.7,7.0,26.8,No,No
15-Feb,Sydney,21.9,27.8,0.0,8.4,12.2,48.0,31.0,56.0,1017.6,2.0,26.1,No,No
15-Feb,Sydney,22.2,27.6,0.0,10.4,12.2,41.0,28.0,60.0,1019.0,2.0,26.7,No,No
15-Feb,Sydney,22.2,27.6,0.2,9.6,5.1,39.0,17.0,63.0,1019.4,5.0,25.8,No,No
15-Feb,Sydney,21.7,26.8,0.0,5.0,1.8,43.0,9.0,67.0,1016.2,7.0,25.6,No,No
15-Feb,Sydney,20.5,25.6,1.0,2.8,0.0,37.0,15.0,74.0,1016.0,8.0,24.5,No,Yes
15-Feb,Sydney,20.7,27.4,1.2,3.4,10.7,31.0,20.0,62.0,1016.9,6.0,26.8,Yes,No
15-Feb,Sydney,22.4,27.6,0.0,6.6,5.5,31.0,17.0,63.0,1014.6,4.0,26.9,No,No
15-Feb,Sydney,22.2,25.6,0.2,5.2,6.2,61.0,33.0,66.0,1015.1,6.0,24.8,No,No
15-Feb,Sydney,20.1,23.8,0.0,6.6,9.1,44.0,30.0,77.0,1015.2,7.0,22.9,No,Yes
15-Feb,Sydney,19.9,25.8,4.2,2.2,4.7,20.0,17.0,72.0,1007.2,7.0,24.9,Yes,Yes
15-Feb,Sydney,20.0,27.5,26.8,4.6,8.4,28.0,17.0,60.0,1009.5,2.0,26.4,Yes,No
15-Feb,Sydney,20.1,27.0,0.2,5.6,6.0,43.0,22.0,62.0,1008.5,7.0,26.5,No,No
15-Mar,Sydney,22.0,36.4,0.0,6.0,7.0,91.0,20.0,57.0,1002.9,7.0,29.3,No,Yes
15-Mar,Sydney,18.2,24.6,11.4,10.6,3.3,48.0,15.0,57.0,1017.3,7.0,23.7,Yes,No
15-Mar,Sydney,16.8,27.7,0.2,5.0,8.0,33.0,28.0,54.0,1013.1,2.0,25.8,No,No
15-Mar,Sydney,21.5,27.9,0.0,6.6,7.4,26.0,13.0,63.0,1010.2,3.0,26.9,No,No
15-Mar,Sydney,20.4,28.6,0.0,4.8,9.8,59.0,35.0,56.0,1008.5,4.0,23.1,No,No
15-Mar,Sydney,16.2,30.9,0.0,8.8,11.3,44.0,24.0,22.0,1003.7,1.0,29.6,No,No
15-Mar,Sydney,19.3,25.4,0.0,8.0,7.3,43.0,24.0,57.0,1009.9,2.0,24.6,No,No
15-Mar,Sydney,19.6,27.6,0.0,5.8,6.7,35.0,22.0,62.0,1009.5,7.0,25.6,No,No
15-Mar,Sydney,20.3,31.2,0.0,4.0,11.0,31.0,24.0,57.0,1009.9,1.0,27.7,No,No
15-Mar,Sydney,21.1,24.5,0.0,7.2,0.9,35.0,20.0,79.0,1016.5,7.0,24.0,No,No
